parl_session,person,paragraphs,title,position
61c76dedcbba241b5bc111c1,61aa176028e58401d44d2afc,"Благодаря Ви, господин Ананиев.
Откривам дискусията по Раздел II, членове от 139 до 151.
Има ли желаещи за изказване? Няма желаещи. Прекратявам дискусията.
Преминаваме към гласуване заглавието на Раздел II, както и текстовете на членове от 139 до 151 включително, както са предложени от Временната комисия.
Гласували 150 народни представители: за 132, против няма, въздържали се 18.
Предложението е прието.",Председател Никола Минчев,house-speaker
61c76dedcbba241b5bc111c1,60d4cc59c4ced20a9c9e018f,"Раздел II.
Комисията подкрепя текста на Проекта за наименованието на раздел II.
Комисията подкрепя текста на Проекта за чл. 139.
Комисията подкрепя текста на Проекта за чл. 140.
Комисията подкрепя текста на Проекта за чл. 141.
Комисията подкрепя текста на Проекта за чл. 142.
Комисията подкрепя текста на Проекта за чл. 143.
Комисията подкрепя текста на Проекта за чл. 144.
Комисията подкрепя текста на Проекта за чл. 145.
Комисията подкрепя текста на Проекта за чл. 146.
По чл. 147 има предложение от народния представител Ива Митева, направено по реда на чл. 79, ал. 6, т. 2 от ПОДНС:
„В чл. 147 думите „Подкомисията за борба с корупцията, конфликт на интереси и парламентарна етика“ се заменят с „Комисията по превенция и противодействие на корупцията“.“
Комисията подкрепя предложението.
Комисията подкрепя по принцип текста на Проекта и предлага следната редакция на чл. 147:
„Чл. 147. Комисията по превенция и противодействие на корупцията дава разяснения на народните представители относно прилагането на етичните норми за поведение. По искане на народния представител даването на разяснения може да бъде конфиденциално.“
Комисията подкрепя текста на Проекта за чл. 148.
Комисията подкрепя текста на Проекта за чл. 149.
По чл. 150 има предложение от народния представител Ива Митева, направено по реда на чл. 79, ал. 6, т. 2 от ПОДНС.
Комисията подкрепя предложението.
Комисията подкрепя по принцип текста на Проекта и предлага следната редакция на чл. 150:
„Чл. 150. (1) Комисията по превенция и противодействие на корупцията установява нарушение по този раздел и се произнася с решение, с което може да наложи следните мерки:
1. забележка;
2. порицание;
3. временно отстраняване от едно до три заседания на комисия.
(2) При определяне на мярката се вземат предвид тежестта на нарушението и неговият епизодичен, повтарящ се или системен характер.
(3) Отстраненият от заседание народен представител не получава възнаграждение за заседанията, от които е бил отстранен.“
По чл. 151 има предложение от народния представител Ива Митева, направено по реда на чл. 79, ал. 6, т. 2 от ПОДНС.
Комисията подкрепя предложението.
Комисията подкрепя по принцип текста на Проекта и предлага следната редакция на чл. 151:
„Чл. 151. (1) Всеки народен представител, физическо или юридическо лице може да подаде жалба или сигнал за нарушение на етичните норми за поведение до Комисията по превенция и противодействие на корупцията по ред, определен с правилата по ал. 4.
(2) Комисията по превенция и противодействие на корупцията приема решение за налагане на мярка по чл. 150, ал. 1, след като изслуша народния представител и се запознае с всички материали, свързани с нарушението на етичните норми за поведение. Комисията публикува решението в публичен регистър на Народното събрание, след като го съобщи на народния представител.
(3) Народният представител има право да изрази становище по решението, което се публикува в регистъра по ал. 2.
(4) Комисията по ал. 1 приема правила по прилагането на този раздел.“",Докладчик Настимир Ананиев,rapporteur
61c76dedcbba241b5bc111c1,61aa176028e58401d44d2afc,"Благодаря Ви, господин Ананиев.
Откривам дискусията по разпоредбите на чл. 127 до чл. 138, предложени от Комисията, и предложенията, направени от народните представители.
Има ли желаещи за изказване? Няма.
Прекратявам дискусията.
Преминаваме към гласуване.
Поставям на гласуване предложението на народните представители Ива Митева и Андрей Михайлов за допълнение на чл. 133, ал. 2.
Гласували 147 народни представители: за 90, против 17, въздържали се 40.
Предложението е прието.
Преминаваме към гласуване на предложението на народния представител Петър Петров за допълнение на чл. 135, ал. 7, неподкрепено от Временната комисия.
Гласували 148 народни представители: за 30, против 87, въздържали се 31.
Предложението не е прието.
Преминаваме към гласуване на заглавието на Глава 11, заглавието на Раздел I, текстовете на членове 127, 128, 129, 130, 131, 132, 133 – при съобразяване на вече приетото предложение, вече гласуваното предложение на народните представители Ива Митева и Андрей Михайлов – членове 134, 135, 136, 137 и 138.
Гласували 134 народни представители: за 119, против 2, въздържали се 13.
Предложението е прието.",Председател Никола Минчев,house-speaker
61c76dedcbba241b5bc111c1,60d4cc5ac4ced20a9c9e031c,По начина на водене!,Хамид Хамид,parl-member
61c76dedcbba241b5bc111c1,61aa176028e58401d44d2afc,"Благодаря Ви, господин Абровски.",Председател Никола Минчев,house-speaker
61c76dedcbba241b5bc111c1,60d4cc5ac4ced20a9c9e037a,"След като е прието, мисля си, че… (Реплики.) Аз искам да кажа, че в момента съществува проблем. Първо, трябва да дефинираме какво е „юридическа отговорност“ и второ, трябва да създадем отделна глава за налагане на тази юридическа отговорност, колеги. Благодаря. (Реплики.)",Пламен Абровски,parl-member
61c76dedcbba241b5bc111c1,61aa176028e58401d44d2afc,"Господин Абровски, действително подложихме го на гласуване и беше прието.",Председател Никола Минчев,house-speaker
61c76dedcbba241b5bc111c1,60d4cc5ac4ced20a9c9e037a,"Благодаря, господин Председател.
Уважаеми колеги, преди малко гласувахме изменение в чл. 119, с което председателите на комисиите вече ще могат да налагат юридическа отговорност. (Оживление. Реплики: „Мина, мина“.)
Може ли да проверим дали е минало, защото, ако това нещо е минало, ние ще трябва да дефинираме какво е „юридическа отговорност“ и ще трябва да създадем някакъв вид административно…",Пламен Абровски,parl-member
61c76dedcbba241b5bc111c1,61aa176028e58401d44d2afc,"Благодаря Ви, господин Ананиев.
Откривам дискусията по „Допълнителните разпоредби“ и „Преходните и заключителните разпоредби“ на Правилника.
Има ли желаещи за изказвания? Няма.
Прекратявам дискусията. Преминаваме към гласуване.
Поставям на гласуване наименованието на подразделението „Допълнителни разпоредби“, допълнителните разпоредби от § 1 до  §10 включително, наименованието на подразделението „Преходни и заключителни разпоредби“, разпоредбите от § 11 до § 14 във варианта, предложен от Временната комисия.
Гласували 147 народни представители: за 131, против няма, въздържали се 16.
Предложението е прието.
Заповядайте, господин Ананиев.",Председател Никола Минчев,house-speaker
61c76dedcbba241b5bc111c1,60d4cc59c4ced20a9c9e018f,"„Допълнителни разпоредби“.
Комисията подкрепя текста на Проекта за наименованието на подразделението.
Комисията подкрепя текста на Проекта за § 1.
Комисията подкрепя текста на Проекта за § 2.
Комисията подкрепя текста на Проекта за § 3.
Комисията подкрепя текста на Проекта за § 4.
Комисията подкрепя текста на Проекта за § 5.
Комисията подкрепя текста на Проекта за § 6.
Комисията подкрепя текста на Проекта за § 7.
Комисията подкрепя текста на Проекта за § 8.
Комисията подкрепя текста на Проекта за § 9.
Комисията подкрепя текста на Проекта за § 10.
„Преходни и заключителни разпоредби“.
Комисията подкрепя текста на Проекта за наименованието на подразделението.
Комисията подкрепя текста на Проекта за § 11.
Комисията подкрепя текста на Проекта за § 12.
Параграф 13 – предложение на народните представители Ива Митева и Андрей Михайлов.
Комисията подкрепя предложението.
Комисията подкрепя по принцип текста на Проекта и предлага следната редакция на § 13:
„§ 13. Този правилник се приема на основание чл. 73 от Конституцията и отменя Правилника за организацията и дейността на Народното събрание (ДВ, бр. 65 от 2021 г.).“
Комисията подкрепя текста на проекта за § 14.",Докладчик Настимир Ананиев,rapporteur
61c76dedcbba241b5bc111c1,61aa176028e58401d44d2afc,"Благодаря, господин Хамид.
Получих потвърждение, че два пъти е гласуван текстът.
Господин Ананиев, заповядайте.",Председател Никола Минчев,house-speaker
61c76dedcbba241b5bc111c1,60d4cc5ac4ced20a9c9e031c,"Уважаеми господин Председател, във връзка с казаното от колегата току-що, искам да напомня, че по всяко време на дебата можем да се върнем и да прегласуваме този текст, ако той не е прегласуван. Така че процедурата е свободна. Това обяснява – може и сега да се поиска прегласуване на този текст, ако има желание в народните представители. Това, че  тогава е минало, не значи, че вече народните представители не могат да искат прегласуване. Защото по много закони се е налагало, колеги, в края на заседанието да се връщаме да прегласуваме текстове, където има разминавания, противоречия и технически грешки. Това е практика в Народното събрание.",Хамид Хамид,parl-member
61c76dedcbba241b5bc111c1,61aa176028e58401d44d2afc,"Заповядайте, господин Хамид.",Председател Никола Минчев,house-speaker
61c76dedcbba241b5bc111c1,60d4cc59c4ced20a9c9e018f,Добре.,Докладчик Настимир Ананиев,rapporteur
61c76dedcbba241b5bc111c1,60d4cc59c4ced20a9c9e02df,Отделно гласуване на предложението на Андрей Гюров.,Ива Митева,parl-member
61c76dedcbba241b5bc111c1,60d4cc59c4ced20a9c9e018f,"Господин Гаджев, Вие ще оттеглите ли това предложение? (Смях от ГЕРБ-СДС.)",Докладчик Настимир Ананиев,rapporteur
61c76dedcbba241b5bc111c1,61aa176028e58401d44d2afc,"Благодаря Ви, господин Ананиев.",Председател Никола Минчев,house-speaker
61c76dedcbba241b5bc111c1,60d4cc59c4ced20a9c9e018f,"Благодаря, господин Председател.
Приложение към чл. 70, ал. 3.
Комисията подкрепя текста на приложението към чл. 70, ал. 3.
Приложение към правилника – „Финансови правила по бюджета на Народното събрание“.
Предложение на народния представител Андрей Гюров и група народни представители:
„1. В чл. 5 от „Финансови правила по бюджета на Народното събрание“ се добавя ново изречение трето със следното съдържание: „Възнаграждението се получава по банков път.“
2. В чл. 6 от „Финансови правила по бюджета на Народното събрание“ се добавя нова ал. 5 със следното съдържание: „Възнагражденията по предходните алинеи се изплащат по банков път.“
3. В чл. 11 от „Финансови правила по бюджета на Народното събрание“ в изречение второ се премахва текстът: „въз основа на решение на парламентарните групи“.“
Комисията не подкрепя предложението.
Комисията подкрепя текста на Приложението към правилника, като в чл. 17 от него думите „чл. 25, ал. 3“ се заменят с „чл. 26, ал. 2“.",Докладчик Настимир Ананиев,rapporteur
61c76dedcbba241b5bc111c1,61aa176028e58401d44d2afc,Моля за тишина!,Председател Никола Минчев,house-speaker
61c76dedcbba241b5bc111c1,60d4cc59c4ced20a9c9e018f,"Уважаеми колеги, уважаеми господин Председател! На Комисия предложението, което направихме от „Продължаваме Промяната“, свързано с получаване на възнагражденията по банков път, беше отхвърлено. Затова аз искам да призова да го подкрепите сега в залата. Мисля, че за всички от коалиционното мнозинство е важно да покажем пълна прозрачност и да можем колкото се може да излизаме на светло от сивия сектор. (Оживление.)
Едно от притесненията, които имаме, е свързано… (Реплики.)
Сега ще Ви обясня, изчакайте!",Докладчик Настимир Ананиев,rapporteur
61c76dedcbba241b5bc111c1,61aa176028e58401d44d2afc,Заповядайте.,Председател Никола Минчев,house-speaker
61c76dedcbba241b5bc111c1,60d4cc59c4ced20a9c9e018f,Да.,Докладчик Настимир Ананиев,rapporteur
61c76dedcbba241b5bc111c1,61aa176028e58401d44d2afc,"Откривам дискусията по приложението към чл. 70, ал. 3, както и текстовете от чл. 1 до чл. 17 на Финансовите правила по бюджета на Народното събрание.
Има ли желаещи за изказване?",Председател Никола Минчев,house-speaker
61c76dedcbba241b5bc111c1,60d4cc5ac4ced20a9c9e02f7,"Уважаеми господин Председател, уважаеми дами и господа народни представители! Вземам репликата, защото дадохте изключително некоректно сравнение в изказването си за парламентарната група на ГЕРБ.
Ако се научите да четете малко по-напред от Вашето предложение, ще видите, че самите пари, за които говорите, се предават по банков път. Какви торби с пари бе, господин Ананиев?! В смисъл може да ги искате и да си мечтаете за тях, но парите се превеждат по банков път въз основа на решение на парламентарната група. Дори Вашият текст да бъде приет или да не бъде приет, банковият път си остава – Народното събрание превежда по банков път на базата на решение на парламентарните групи така, както е и в момента.
Всичко върви по банка, извинявайте, съжалявам, че си мечтаете за пари в торба.",Христо Гаджев,parl-member
61c76dedcbba241b5bc111c1,61aa176028e58401d44d2afc,"Благодаря.
Реплика от Десислава Атанасова или Христо Гаджев?
Заповядайте, господин Гаджев.",Председател Никола Минчев,house-speaker
61c76dedcbba241b5bc111c1,60d4cc5ac4ced20a9c9e0349,"Уважаеми господин Председател, уважаеми госпожи и господа народни представители! Господин Ананиев, първо, трябва да сте наясно, че плащането по банков път не означава прозрачност и това трябва да го знаете. След това, когато се плаща по банков път, Вие имате банкова тайна, която не може да се разкрие ей така, за да бъде прозрачна пред цялото население и пред всички останали.
Следващото нещо, прочетете Закона за изпирането на парите, за да може да разберете кога какви плащания трябва да бъдат докладвани и изобщо кога имате право за над 10 хиляди и какво се казва в този закон, защото явно от това, което казахте, не сте наясно.",Любомир Каримански,parl-member
61c76dedcbba241b5bc111c1,61aa176028e58401d44d2afc,"Благодаря, господин Ананиев.
Реплики?
Господин Каримански.",Председател Никола Минчев,house-speaker
61c76dedcbba241b5bc111c1,60d4cc59c4ced20a9c9e018f,"…е свързано с т. 3 в чл. 11, където в момента двете трети, които се изплащат на народните представители по банков път, стават след решение на парламентарната група.
Обяснявам: двете трети в момента са около 3400 лв. (Реплики.) Толкова са: 3 хил. 300 и нещо. Ако парламентарната група – ето парламентарната група на ГЕРБ, вземе решение да даде само 1000 лв. на народните представители от тези пари, всъщност ще останат 140 хил. лв., които трябва да им се дадат в брой. По този начин ние нарушаваме Закона за ограничаването на плащанията в брой, където изрично в чл. 10 е написано, че не могат да се правят такива плащания до 10 хил. лв. Всъщност по този начин ние нарушаваме закона. Не само ние, а Народното събрание го нарушава.
Затова нашето предложение е за повече прозрачност за плащане по банков път на възнагражденията на народните представители и аз се надявам, че ще подкрепите всички – от БСП, „Има такъв народ“ и от „Демократична България“, това наше предложение. Благодаря Ви. (Ръкопляскания от ВЪЗРАЖДАНЕ.)",Докладчик Настимир Ананиев,rapporteur
61c76dedcbba241b5bc111c1,61aa176028e58401d44d2afc,Моля за ред!,Председател Никола Минчев,house-speaker
61c76dedcbba241b5bc111c1,60d4cc59c4ced20a9c9e018f,"Някои мечтаят за торби, други си мечтаят за сакове! (Шум и реплики от ГЕРБ-СДС.)
Искам да Ви прочета Закона за плащанията в брой, където в чл. 4а се казва, че: „Бюджетните организации могат да теглят средства  в брой от техни банкови сметки само заплащания, за които при конкретни обстоятелства на дейността практически не е възможно извършването им чрез платежен превод.“
Ние сме бюджетна организация, поправете ме, но защо тогава Народното събрание ще тегли такива пари в брой, вместо да ги преведе по банков път? Така че нека да приемем този текст на чл. 5, в който пише, че заплатите на всички народни представители ще се плащат по банков път, а същото е и за чл. 6, чл. 11, като засяга двете трети.
Господин Каримански, няма от какво да се срамуваме, трябва да има прозрачност и хората да знаят какво възнаграждение получаваме. Между другото, пише го във финансовите правила, когато седнеш да изчислиш всичките плюсове и годините стаж на човек, можеш да видиш какво възнаграждение получават народните представители.
Така че не се страхувайте, нека да заявим и да знаят хората какво...  (Шум и реплики от ГЕРБ-СДС.)",Докладчик Настимир Ананиев,rapporteur
61c76dedcbba241b5bc111c1,61aa176028e58401d44d2afc,"Хайде по темата, моля Ви!",Председател Никола Минчев,house-speaker
61c76dedcbba241b5bc111c1,60d4cc59c4ced20a9c9e018f,"Уважаеми господин Гаджев, не знам за торби, но чухме за сакове от магистрала „Хемус“, които се изнасят от едни банки.",Докладчик Настимир Ананиев,rapporteur
61c76dedcbba241b5bc111c1,61aa176028e58401d44d2afc,"Трета реплика? Няма.
Дуплика, господин Ананиев?",Председател Никола Минчев,house-speaker
61c76dedcbba241b5bc111c1,60d4cc59c4ced20a9c9e018f,"Уважаема госпожо Атанасова, с Вашето винаги, винаги, винаги, ами не е винаги.
В Четиридесет и третото народно събрание парите се получаваха в брой и не само това  е проблемът, но законът, който цитирах, е за ограничаване на плащанията в брой. Ако отпадне това, което ние предлагаме в т. 11, без да има решение на парламентарната група, Вие ще сте права – парите ще влязат директно по банков път при народните представители и това ние предлагаме.
Защо искате решение, ако парите са определени за народния представител и те ще влязат по банков път в неговата сметка, и защо трябва да има решение на парламентарната група за това нещо? Ние точно това предлагаме – да отпадне решението на парламентарната група и парите да влязат, както е в сегашния Правилник. Прочетете го, вижте, пише, че двете трети се плащат по банков път, така че нека да не си измисляме неща. Народните представители, които са били може би в последния парламент да е било различно, но не съм чул, че е нещо различно. В Четиридесет и третото и Четиридесет и четвъртото народно събрание имаше такива практики, така че нека да ги преустановим, защото мисля, че е редно. Благодаря.",Докладчик Настимир Ананиев,rapporteur
61c76dedcbba241b5bc111c1,61aa176028e58401d44d2afc,"Господин Каримански, за реплика или за изказване?",Председател Никола Минчев,house-speaker
61c76dedcbba241b5bc111c1,60d4cc5ac4ced20a9c9e03a9,"Благодаря Ви, господин Председател.
Уважаеми колеги, дами и господа! Господин Ананиев, обръщам се към Вас, макар че не ползвам реплика в момента. Трябва да Ви обърна внимание, че много сериозно сте объркан в представите си за действието на настоящия Правилник – ето този, господин Ананиев, който по отношение на финансовите правила винаги се е прилагал по един и същ начин. Винаги са се получавали средствата по банков път, а на всичкото отгоре те се декларират, господин Ананиев, ако не знаете.
На страницата на Комисията за противодействие на корупцията са всички декларации на народните представители, които са били в предходни парламенти, а Вие също някога бяхте член на Народното събрание и знаете, че всичко, което получават народните представители, съгласно чл. 11 от финансовите правила се декларира в нашите годишни встъпителни финансови декларации. Какви торби, какви чували, какви глупости говорите?!
Казвам Ви, че това са текстове, които винаги са действали по правилата на Правилника, който гласува Народното събрание. В този смисъл намирам направо за абсурдно твърдението Ви, а дори още по абсурден е начинът, по който си служите със Закона срещу изпирането на пари. Няма никаква връзка между правилата, които винаги са се прилагали по този начин, винаги народните представители са обявявали своите доходи и са ги получавали по банков път поне в последните няколко състава на Народното събрание.
Не намирам изобщо аргументи в изказването Ви отпреди малко и затова призовавам, господин Председател, Вие също да следите изказванията на народните представители да не се отдалечават от логиката нито на обсъждания текст, нито на действащите правила и закони в нашата държава. В момента имаме  и процедурно предложение и предлагам да подложите на разделно гласуване трите предложения, които е направил народният представител Андрей Гюров. Благодаря.",Десислава Атанасова,parl-member
61c76dedcbba241b5bc111c1,61aa176028e58401d44d2afc,"Благодаря.
За изказване – Десислава Атанасова.",Председател Никола Минчев,house-speaker
61c76dedcbba241b5bc111c1,60d4cc59c4ced20a9c9e018f,...възнаграждение получаваме – нашите длъжности са публични и изборни. Благодаря Ви.,Докладчик Настимир Ананиев,rapporteur
61c76dedcbba241b5bc111c1,61aa176028e58401d44d2afc,"Реплики? Няма.
Други изказвания? Няма.
Прекратявам дискусията.
На първо място, подлагам на гласуване предложението на народния представител Десислава Атанасова – трите предложения от народния представител Андрей Гюров и група народни представители да бъдат гласувани поотделно.
Отмяна на това гласуване.
Може би системата дава грешка около 16,00 ч., но не се притеснявайте.
Моля за повторно гласуване, при което се надявам да няма предварително отчетен вот. Гласуваме предложението на народния представител Десислава Атанасова.
Гласували 163 народни представители: за 152, против 1, въздържали се 10.
Приема се.
Преминаваме към разделно гласуване.
На първо място, подлагам на гласуване предложението на народния представител Андрей Гюров и група народни представители в частта по т. 1, касаеща чл. 5.
Гласували 160 народни представители: за 131, против няма, въздържали се 29.
Предложението е прието.
Подлагам на гласуване предложението на народния представител Андрей Гюров и група народни представители в частта по т. 2, касаеща чл. 6 от Финансовите правила.
Гласували 155 народни представители: за 125, против няма, въздържали се 30.
Предложението е прието.
Преминаваме към гласуване на предложението на Андрей Гюров и група народни представители в частта по т. 3, касаеща чл. 11 от Финансовите правила.
Гласували 162 народни представители: за 67, против 41, въздържали се 54.
Предложението не е прието.
Прегласуване!
Гласували 161 народни представители: за 67, против 42, въздържали се 52.
Предложението не е прието.
Подлагам на гласуване приложението към чл. 70, ал. 3, както и Финансовите правила по бюджета на Народното събрание от чл. 11 до чл. 17 в редакцията, предложена от Временната комисия, при съобразяване на вече гласуваните промени в чл. 5 и 6.
Гласували 155 народни представители: за 133, против няма, въздържали се 22.
Предложението е прието.",Председател Никола Минчев,house-speaker
61c76dedcbba241b5bc111c1,60d4cc5ac4ced20a9c9e0349,"Уважаеми господин Председател, уважаеми народни представители! Много се чудех дали да вземам думата, но в крайна сметка реших да направя едно изказване.
Лично аз и нашата парламентарна група винаги сме заставали зад това възнагражденията да се плащат по банков път. Убеден съм, че това е правилният подход – да се плащат по банков път! Но за да бъдем коректни, аз не знам дали господин Ананиев някога е държал изпит и каква оценка има по публични финанси. Тъй като съм преподавал тази част в УНСС, то бих му писал много лоша оценка.
Това, което още искам да кажа, е: в Кодекса на труда в чл. 270, ал. 3 пише: „Трудовото възнаграждение се изплаща лично на работника или служителя по ведомост или срещу разписка, или по писмено искане на работника или служителя на неговите близки. По писмено искане на работника или служителя трудовото му възнаграждение се превежда на влог в посочена от него банка.“
Ако Вие искате да направим дерогация на Кодекса на труда или по някакъв друг начин, ние сме за това да бъдем прозрачни. Но тук трябва да сте наясно, че ние сме бюджетна организация, а когато сме бюджетна организация, не знам за какви сиви пари говорите изобщо?! Не мога да разбера това нещо! Нека да сме наясно, че има Сметна палата и тя може да излезе с доклад. За какво говорите? Защо трябва да правите внушения или гол популизъм ей така, защото сте на трибуната и продължавате по инерция по това, което четете в Правилника? (Ръкопляскания от ИТН.)",Любомир Каримански,parl-member
61c76dedcbba241b5bc111c1,61aa176028e58401d44d2afc,"Благодаря.
Изказване на господин Каримански, заповядайте.",Председател Никола Минчев,house-speaker
61c76dedcbba241b5bc111c1,60d4cc5ac4ced20a9c9e03a9,"Благодаря Ви, господин Председател.
Господин Ананиев, приятно ме изненадахте и разбрахте, че парите не се вземат в чували или в сакове, а по банков път и по този въпрос не спорим, нали?
В Правилника, който в момента действа – този, който действаше в Четиридесет и шестото, в Четиридесет и петото, в Четиридесет и четвъртото събрание, правилата бяха едни и същи, а средствата на народните представители се получаваха по банков път. Нали го виждате действащия правилник? Четете го, нали така?!
Вашия аргумент – че парламентарната група не следва да решава някакви нейни вътрешни въпроси и това трябва да залегне в Правилника, не го одобрявам и не го одобрява цялата парламентарна група и това ще изразим чрез гласуване на нашия вот. Моля Ви, не го твърдете, защото колегите са за първи път в Народното събрание и биха останали с грешното впечатление, че до момента по някакъв друг начин са се получавали средствата за народните представители. Не, колеги, получават се по банков път, по решение на парламентарната група! Ако има парламентарна група, която взема адекватни решения, то няма никакъв смисъл да променяме текста. Благодаря.",Десислава Атанасова,parl-member
61c76dedcbba241b5bc111c1,61aa176028e58401d44d2afc,"Благодаря.
Други реплики има ли към изказването на госпожа Атанасова? Няма.
Дуплика – заповядайте.",Председател Никола Минчев,house-speaker
61c76dedcbba241b5bc111c1,60d4cc59c4ced20a9c9e02df,"Господин Председател, предлагам на основание чл. 80, ал. 2 от Правилника на Народното събрание – чл. 80, ал. 1, извинявам се, правя предложение текстовете да не бъдат четени в пленарната зала. (Ръкопляскания от ИТН.)
Колеги, има ли обратно становище? Няма.
Гласуваме предложението на народния представител Ива Митева.
Гласували 125 народни представители: за 113, против 1, въздържали се 11.
Предложението е прието.",Ива Митева,parl-member
61c76dedcbba241b5bc111c1,61aa176028e58401d44d2afc,"Мога ли да Ви прекъсна за малко, извинявайте.
Заповядайте, госпожо Митева.",Председател Никола Минчев,house-speaker
61c76dedcbba241b5bc111c1,60d4cc59c4ced20a9c9e018f,"I. Откриване на процедурата по избор на органи по действащото законодателство
1. В 6-месечен срок преди изтичане на законоустановения мандат на органи или преди посочения в закона срок водещата постоянна комисия информира Народното събрание за изтичане на мандата или срока и изготвя проект на решение за откриване на процедура по избор, изцяло или частично, на органи по действащото законодателство.
2. На следващото редовно заседание Народното събрание с решение открива процедурата по избор на органа.
3. С откриване на процедурата по избор Народното събрание създава временна комисия, която подготвя и организира избора и внася кандидатурите за разглеждане и гласуване от Народното събрание. Във временната комисия участват народни представители, членове на съответните специализирани постоянни комисии на Народното събрание.
4. Съставът на времената комисия се определя на паритетен принцип – с народни представители от всяка парламентарна група, които са членове на съответната водеща комисия, като числеността й се определя от Народното събрание по предложение на водещата комисия. Временната комисия има един председател и двама заместник-председатели.
5. Народното събрание избира ръководството и състава на временната комисия с решението по т. 2.
6. След издигането на кандидатурите за органа всеки член на временната комисия декларира по съответния законов ред наличието на конфликт на интереси и/или други свързани обстоятелства с номинираните за съответната позиция.
7. Временната комисия се избира за срок до окончателно приключване на избора на органа от Народното събрание.
8. Заседанията на временната комисия са открити. Заседанията на временната комисия се излъчват в реално време в интернет чрез интернет страницата на Народното събрание.
9. В заседанията на временната комисия без право на глас имат право да участват представители на юридически лица с нестопанска цел, регистрирани за осъществяване на дейност в обществена полза. Представителите на гражданските организации и движения имат право да задават въпроси, да представят свои писмени становища и да вземат участие в разисквания на временната комисия.
10. Всеки член на комисията може да покани за участие в нейно заседание отделни физически лица или представители на юридически лица, имащи отношение към избора.
11. Граждани могат да присъстват на заседанията на комисията при спазване режима на достъп и съблюдаване на реда в Народното събрание.
12. Пълният стенографски протокол се подписва от председателя на временната комисия и се публикува“…",Докладчик Настимир Ананиев,rapporteur
